amount,location,device,time,is_fraud
132.13,Lagos,Mobile,2,0
64.01,New York,Tablet,22,0
82.87,Dubai,Mobile,12,0
18.11,Mumbai,Mobile,12,0
6.02,New York,Mobile,9,0
78.66,London,Desktop,20,0
95.24,Dubai,POS,2,0
252.19,,ATM,9,0
375.58,Lagos,Tablet,13,0
375.03,Moscow,Desktop,4,1
22.25,Mumbai,POS,5,0
45.26,Mumbai,Mobile,14,0
113.11,Moscow,POS,13,0
1080.41,London,POS,19,0
339.72,New York,Desktop,19,0
228.45,Tokyo,Mobile,0,0
43.53,Mumbai,Mobile,9,0
25.24,London,Desktop,20,0
158.82,Sao Paulo,ATM,22,1
19.87,Lagos,Tablet,2,0
51.3,London,Desktop,18,0
58.78,Tokyo,Desktop,5,0
384.6,Mumbai,POS,19,0
45.14,Moscow,Mobile,10,0
4.56,Moscow,Mobile,2,0
116.15,Tokyo,Tablet,4,0
30.91,Sao Paulo,Mobile,22,0
,Sao Paulo,Mobile,18,0
60.62,New York,Desktop,0,0
49.35,Sydney,Mobile,22,0
159.07,London,ATM,20,1
12.35,Mumbai,POS,13,0
37.76,Dubai,ATM,0,0
141.52,Mumbai,ATM,10,0
33.94,Lagos,Mobile,3,0
11.36,New York,Desktop,8,0
139.13,Dubai,Tablet,7,0
229.39,Singapore,Mobile,17,0
63.47,Moscow,ATM,17,0
7.71,Lagos,Mobile,4,0
144.98,Sao Paulo,Desktop,21,0
10.74,London,Tablet,16,0
93.66,Sydney,ATM,15,0
25.12,Singapore,Tablet,18,0
18.62,Singapore,Desktop,17,0
41.01,Lagos,Mobile,18,0
54.51,London,Desktop,6,1
32.83,Tokyo,POS,16,0
127.43,Mumbai,Desktop,23,0
40.83,Sydney,POS,18,0
196.02,London,Mobile,9,0
90.86,Tokyo,Mobile,15,0
30.96,Singapore,ATM,21,0
25.73,Moscow,Mobile,15,0
10.89,Tokyo,Tablet,18,0
91.82,London,Desktop,21,0
45.15,Singapore,ATM,8,0
4.91,Sydney,Mobile,8,0
36.99,London,Mobile,8,0
24.75,London,ATM,8,0
377.38,Lagos,Tablet,16,1
10.25,New York,Desktop,11,0
13.66,Sydney,Desktop,22,0
226.1,Sydney,Desktop,16,0
296.62,London,ATM,16,0
29.39,London,Tablet,22,0
33.27,Sao Paulo,ATM,20,1
131.35,Lagos,ATM,0,1
5.16,Tokyo,Desktop,23,0
8.61,Sydney,Tablet,21,0
48.97,Dubai,Tablet,7,0
366.82,Mumbai,POS,5,0
41.29,Moscow,Tablet,12,0
74.52,Moscow,Mobile,23,0
232.1,Dubai,ATM,14,0
676.93,Mumbai,Tablet,13,0
35.36,Mumbai,ATM,5,0
65.46,Lagos,Desktop,21,0
494.85,Dubai,Desktop,19,0
12.5,Dubai,Tablet,1,0
206.51,New York,POS,6,1
21.76,Tokyo,Mobile,21,0
74.64,Sao Paulo,Desktop,16,0
51.07,Sydney,POS,9,0
23.25,Tokyo,ATM,12,0
22.61,Moscow,Mobile,3,1
90.38,Singapore,Mobile,20,0
199.36,Moscow,Desktop,15,0
57.82,Lagos,Mobile,12,0
72.03,Sydney,Mobile,14,0
125.0,Mumbai,Desktop,14,0
22.9,New York,Tablet,10,0
150.45,London,Desktop,4,0
164.23,London,Desktop,11,0
1169.1,Moscow,ATM,19,0
44.09,London,Desktop,1,1
40.29,London,POS,9,0
155.38,Singapore,Mobile,19,0
164.19,Sao Paulo,POS,13,1
37.02,Dubai,POS,0,0
42.8,Mumbai,Mobile,20,0
120.93,Mumbai,Tablet,1,0
26.83,Tokyo,Tablet,11,0
42.45,Dubai,Desktop,2,0
73.59,Singapore,POS,6,0
199.44,Sao Paulo,Mobile,9,1
34.29,Singapore,Desktop,6,0
8.79,Singapore,ATM,21,0
8.1,Sao Paulo,Mobile,13,0
16.69,Singapore,Mobile,8,0
15.73,Lagos,Mobile,6,0
56.26,Moscow,ATM,11,1
18.03,Mumbai,Mobile,8,0
30.78,London,Mobile,19,0
28.46,Tokyo,Tablet,5,0
41.08,Mumbai,POS,16,0
285.65,Singapore,Desktop,10,0
138.12,Lagos,ATM,6,1
67.88,London,Mobile,11,0
40.16,New York,Tablet,2,0
41.41,Dubai,Tablet,12,0
95.63,Sydney,Mobile,17,0
126.8,Lagos,ATM,14,0
24.57,Lagos,Desktop,0,0
69.42,Moscow,Mobile,14,0
7.14,Tokyo,Mobile,0,0
84.17,Tokyo,Mobile,8,0
154.22,New York,ATM,15,0
49.01,Lagos,Mobile,21,0
491.85,Lagos,ATM,23,1
25.3,Mumbai,Mobile,12,0
84.71,Sydney,ATM,5,0
64.11,Mumbai,POS,19,1
59.72,Tokyo,Mobile,8,0
58.81,London,Mobile,13,0
75.02,Moscow,POS,4,1
169.48,Sao Paulo,Mobile,8,0
303.54,Lagos,Mobile,11,0
66.52,London,POS,17,0
163.51,London,ATM,21,0
30.82,Moscow,POS,4,0
154.86,Tokyo,ATM,13,0
28.84,Lagos,Desktop,23,1
221.35,London,POS,0,0
758.77,Sao Paulo,Mobile,13,0
58.31,Dubai,POS,18,0
5.98,New York,Tablet,2,0
,Singapore,Desktop,16,1
258.54,Mumbai,ATM,10,0
122.53,Sydney,Desktop,14,0
87.69,Sydney,Tablet,17,0
202.26,London,Desktop,3,0
113.62,Lagos,Mobile,1,0
254.55,New York,Mobile,7,0
183.34,Dubai,ATM,6,0
355.62,London,Desktop,6,0
98.96,Sao Paulo,Tablet,22,0
180.51,New York,Desktop,16,0
47.57,Sydney,ATM,8,1
34.41,Mumbai,POS,14,0
435.91,Mumbai,Mobile,3,0
84.59,Tokyo,Desktop,4,0
161.64,Sydney,Tablet,2,1
76.41,New York,Mobile,10,0
34.98,London,Desktop,14,0
67.5,Tokyo,Mobile,12,0
323.63,Sydney,Mobile,13,0
,Dubai,ATM,3,0
10.15,London,ATM,15,0
52.63,London,POS,13,0
473.68,Mumbai,Mobile,22,0
52.71,Moscow,ATM,5,0
9.2,New York,Tablet,1,0
535.05,Moscow,ATM,10,1
141.26,Tokyo,Mobile,4,0
61.74,London,Mobile,4,0
44.32,Sydney,Tablet,5,0
219.33,Sydney,ATM,16,0
36.74,Mumbai,Mobile,10,0
235.82,London,Mobile,20,0
121.08,Singapore,Desktop,2,0
87.28,Mumbai,ATM,22,0
78.26,Mumbai,POS,9,0
55.01,Sydney,ATM,12,0
210.65,London,Tablet,19,0
25.74,Singapore,ATM,11,0
11.2,Sao Paulo,Desktop,3,0
131.09,New York,Mobile,5,0
133.53,New York,Tablet,21,0
113.1,Singapore,Tablet,1,0
104.43,Sydney,Desktop,21,0
,Tokyo,Mobile,16,0
158.58,Sydney,POS,12,0
63.43,Tokyo,POS,7,0
39.02,London,Desktop,20,0
47.32,Dubai,ATM,0,0
615.67,Lagos,Desktop,17,0
9.89,London,Mobile,5,0
115.56,Sydney,Mobile,8,0
10.52,Moscow,Desktop,1,0
59.2,Tokyo,Mobile,13,0
41.39,Mumbai,Tablet,3,0
6.73,Sao Paulo,POS,2,0
102.3,London,Desktop,7,0
43.9,New York,ATM,11,0
6.63,Moscow,ATM,22,0
167.93,New York,Desktop,19,0
323.28,Mumbai,Mobile,9,0
343.48,Sao Paulo,Mobile,14,0
98.97,Dubai,Tablet,18,0
70.15,Singapore,Desktop,9,0
287.43,Mumbai,Tablet,18,0
424.38,Moscow,Tablet,15,0
232.04,Sydney,Tablet,16,0
23.67,Sao Paulo,Mobile,23,0
83.22,Singapore,Mobile,9,0
108.14,Dubai,Desktop,1,0
9.11,London,POS,12,0
111.75,London,Tablet,7,0
812.64,Mumbai,Tablet,1,1
,Singapore,Tablet,3,0
337.23,Sydney,Desktop,12,0
81.55,Tokyo,Mobile,22,0
61.53,London,Mobile,8,0
101.43,Singapore,Mobile,13,0
27.18,New York,Mobile,4,0
23.1,New York,Mobile,3,0
268.52,Singapore,POS,18,0
301.74,Sydney,Mobile,14,0
22.42,London,Mobile,4,0
193.41,Moscow,Mobile,12,0
60.6,Singapore,Mobile,13,0
96.91,Lagos,Mobile,1,1
110.64,Tokyo,Mobile,7,0
199.1,Tokyo,Mobile,20,0
73.04,Tokyo,ATM,8,0
314.56,Dubai,Mobile,17,0
93.72,New York,Mobile,14,0
132.5,Sydney,Desktop,0,0
26.67,Sydney,Mobile,22,0
716.61,Tokyo,Desktop,23,0
111.81,Dubai,Desktop,16,0
146.1,Mumbai,ATM,3,0
11.37,London,ATM,20,0
26.98,Singapore,Tablet,0,0
260.26,Singapore,Mobile,12,0
91.43,Mumbai,Desktop,10,0
8.12,Sydney,Mobile,16,0
208.96,Moscow,POS,3,1
36.67,Mumbai,Mobile,21,0
314.96,Moscow,Tablet,13,1
60.54,Sao Paulo,Mobile,6,0
83.53,Lagos,Desktop,7,0
243.92,Sydney,Mobile,16,0
24.85,Sydney,Desktop,4,0
22.37,Dubai,Tablet,7,0
53.72,Dubai,Desktop,23,0
165.65,Mumbai,Mobile,21,0
15.43,Sao Paulo,Mobile,7,0
10.65,Sydney,ATM,13,0
165.02,Moscow,Desktop,9,0
34.35,Mumbai,Tablet,4,0
43.32,Lagos,Desktop,7,0
8.65,Sao Paulo,Tablet,2,0
31.6,New York,Tablet,20,0
66.13,Lagos,Mobile,5,0
185.57,Moscow,Desktop,4,1
28.55,Lagos,Desktop,15,0
412.86,Moscow,Mobile,3,0
31.41,Tokyo,POS,22,0
31.46,London,Mobile,21,0
361.8,Lagos,Mobile,9,0
84.15,Sao Paulo,POS,4,1
36.33,Tokyo,ATM,3,0
56.22,Dubai,Mobile,20,0
295.41,Sydney,Tablet,10,0
334.56,Singapore,Mobile,13,0
27.15,Dubai,POS,2,0
63.65,Tokyo,Desktop,19,0
73.64,Dubai,POS,12,0
22.54,Singapore,Desktop,1,0
62.72,Lagos,Desktop,1,1
,Moscow,POS,23,0
233.74,Sydney,Mobile,1,0
251.68,Moscow,Mobile,7,0
46.43,London,Desktop,0,0
52.7,New York,Desktop,1,0
138.48,Sydney,Mobile,19,0
35.03,Dubai,Desktop,18,0
127.42,Mumbai,Desktop,7,0
60.54,Mumbai,Tablet,4,0
22.96,London,ATM,5,0
23.28,London,Desktop,8,0
327.59,Sao Paulo,Desktop,18,0
56.14,Moscow,Desktop,14,0
405.2,Lagos,Mobile,10,0
37.9,New York,POS,1,1
91.87,Moscow,ATM,2,0
926.99,Sydney,POS,4,1
20.84,Sydney,ATM,5,0
8.27,Singapore,Desktop,11,0
274.58,Moscow,Tablet,20,0
26.86,Mumbai,Mobile,10,0
65.18,Tokyo,ATM,7,0
35.0,Sydney,Desktop,13,0
89.57,Mumbai,Mobile,1,0
23.44,Dubai,POS,17,0
54.71,Mumbai,Desktop,1,0
109.38,Moscow,ATM,8,0
22.0,Mumbai,POS,22,0
30.87,Moscow,ATM,9,0
45.51,Sydney,Desktop,17,0
13.85,Tokyo,Desktop,6,0
41.9,London,POS,20,0
76.0,London,Mobile,8,0
42.97,Tokyo,Mobile,5,0
49.48,New York,ATM,1,0
65.24,Dubai,ATM,7,0
32.42,Sydney,ATM,13,0
142.62,Dubai,Mobile,1,0
323.62,New York,Mobile,4,1
,Sydney,ATM,8,0
113.72,Sao Paulo,Mobile,17,0
51.23,Singapore,Desktop,14,0
99.69,Moscow,Mobile,1,0
373.29,Moscow,ATM,0,0
116.69,Lagos,Desktop,1,1
9.48,Sydney,Mobile,7,0
109.88,Sao Paulo,Desktop,6,0
258.82,Mumbai,Mobile,2,1
52.26,,POS,10,0
199.38,Sydney,Tablet,14,0
31.21,New York,Tablet,16,0
13.01,Mumbai,Desktop,23,0
77.89,Moscow,Mobile,16,0
9.66,Tokyo,Mobile,23,0
51.23,Sao Paulo,ATM,23,0
274.66,Lagos,Desktop,20,1
8.16,Singapore,Desktop,8,0
16.32,New York,Desktop,1,0
21.43,Tokyo,ATM,1,0
62.2,Lagos,POS,20,1
44.6,Dubai,Mobile,20,0
310.77,Sydney,Tablet,7,0
190.52,London,Desktop,17,0
114.98,Mumbai,POS,10,0
78.27,Tokyo,ATM,1,0
102.78,,POS,15,0
25.84,Sydney,ATM,2,0
171.22,Tokyo,Desktop,3,0
19.62,New York,Desktop,11,0
167.15,Dubai,Tablet,1,0
245.86,Sao Paulo,POS,8,0
84.1,Dubai,Mobile,18,0
54.94,Mumbai,Desktop,14,0
103.58,New York,Mobile,1,0
2.86,New York,Mobile,5,0
92.99,London,ATM,23,0
58.87,Mumbai,Mobile,23,0
63.07,Singapore,POS,22,0
145.07,Tokyo,Desktop,12,0
61.42,Lagos,Tablet,10,0
19.03,London,ATM,18,0
57.08,New York,POS,22,0
71.83,London,POS,3,1
75.67,Singapore,Mobile,21,0
79.69,Sao Paulo,Desktop,14,0
209.2,New York,POS,3,0
20.19,Dubai,POS,20,0
80.9,Dubai,POS,0,0
275.59,London,POS,0,0
9.89,New York,Mobile,8,0
81.26,Mumbai,Mobile,12,0
35.03,London,ATM,10,0
44.35,Sao Paulo,Desktop,5,0
24.65,Sydney,POS,15,0
55.34,Moscow,Desktop,11,0
505.42,Sao Paulo,ATM,2,1
16.6,Sao Paulo,ATM,19,0
18.42,Tokyo,Mobile,7,0
15.92,New York,ATM,16,0
445.93,Sydney,Mobile,8,0
40.1,Dubai,Desktop,18,0
64.83,Lagos,ATM,6,0
42.82,Sao Paulo,Mobile,5,0
23.6,Dubai,Mobile,1,0
51.49,Mumbai,Tablet,19,0
996.32,New York,ATM,17,1
308.36,London,Mobile,14,0
26.1,New York,Tablet,14,0
135.96,Singapore,Desktop,1,0
26.72,Sao Paulo,Desktop,9,0
9.45,Singapore,POS,20,0
204.68,Lagos,Desktop,6,1
238.91,London,POS,1,1
210.75,Lagos,POS,20,1
39.77,Sydney,ATM,0,0
55.51,Singapore,POS,16,0
152.13,Dubai,Mobile,20,0
102.58,Sydney,POS,17,0
43.25,Moscow,Tablet,0,1
11.23,Singapore,Mobile,21,0
75.59,London,Tablet,2,0
218.53,Sydney,POS,20,0
17.86,Moscow,Mobile,0,0
134.64,New York,Desktop,11,0
96.03,Lagos,Desktop,21,0
152.2,Sydney,Desktop,6,0
174.02,Sydney,ATM,1,0
31.07,London,Mobile,2,0
11.26,Dubai,POS,8,0
37.08,Sydney,POS,8,0
177.33,Sao Paulo,Desktop,5,1
36.74,Lagos,Desktop,10,1
31.08,Singapore,Mobile,8,0
8.99,Sao Paulo,Mobile,14,0
458.48,Lagos,Desktop,6,0
165.39,Lagos,Mobile,7,0
155.54,,POS,21,0
193.35,Singapore,Tablet,18,0
125.76,Moscow,Mobile,18,0
50.97,New York,Desktop,9,0
55.69,Sao Paulo,ATM,21,0
41.67,Lagos,Mobile,8,0
1209.81,Tokyo,Tablet,17,1
122.92,Singapore,Mobile,18,0
40.04,Sydney,ATM,7,0
111.28,Lagos,Desktop,14,0
21.93,Mumbai,Desktop,4,0
348.96,London,Desktop,9,0
32.23,London,Desktop,12,0
115.72,Singapore,POS,15,1
215.42,Lagos,Mobile,8,0
101.82,Tokyo,Mobile,17,0
73.99,Sydney,Mobile,15,0
67.48,Moscow,Tablet,20,0
62.67,Dubai,ATM,0,0
35.36,Moscow,Mobile,12,0
40.67,Singapore,ATM,17,0
339.53,Mumbai,POS,10,0
59.18,Lagos,Mobile,7,0
28.1,Tokyo,Mobile,13,0
37.79,New York,Desktop,11,0
223.72,London,Mobile,10,0
140.21,London,POS,23,1
123.51,Mumbai,Desktop,10,0
50.24,London,Desktop,5,0
125.3,London,POS,0,0
32.85,New York,Mobile,2,0
50.12,Singapore,ATM,12,1
193.79,Sao Paulo,Tablet,5,0
174.46,London,Mobile,2,0
22.64,Singapore,Desktop,8,0
26.02,Sydney,Mobile,5,0
75.16,London,ATM,12,0
,Sydney,Desktop,1,0
8.11,Lagos,ATM,23,1
90.57,Sao Paulo,ATM,21,0
14.68,Singapore,Desktop,20,0
33.19,Singapore,POS,4,1
44.66,Singapore,Desktop,17,0
41.99,London,Mobile,0,0
37.07,Singapore,ATM,17,0
67.22,Tokyo,Desktop,19,0
37.01,New York,ATM,6,0
13.35,Lagos,Tablet,11,0
157.25,Moscow,Mobile,22,0
152.65,London,Desktop,4,0
168.59,London,Mobile,12,0
12.25,Lagos,Mobile,7,0
92.65,Mumbai,Tablet,3,0
140.27,Sydney,Mobile,16,0
21.45,London,ATM,22,0
67.36,London,Desktop,13,0
58.68,Singapore,Desktop,12,0
505.91,Singapore,Mobile,12,0
553.88,London,Mobile,3,0
10.69,Moscow,Desktop,4,0
1036.2,Singapore,Mobile,17,0
24.37,Lagos,Tablet,14,0
196.12,Mumbai,Desktop,5,0
193.94,New York,Mobile,0,0
22.3,New York,Desktop,4,0
114.73,New York,Mobile,12,0
59.25,Tokyo,Mobile,6,0
122.7,Mumbai,POS,17,0
85.95,,Mobile,13,0
248.63,Lagos,Mobile,3,1
72.45,New York,Desktop,7,0
55.44,Moscow,Desktop,0,0
222.67,Lagos,ATM,0,1
126.27,Sao Paulo,POS,18,0
149.16,London,POS,9,0
32.1,New York,Desktop,21,0
21.12,Sao Paulo,Desktop,5,0
35.71,Singapore,Mobile,7,0
,New York,POS,12,0
158.35,Lagos,Desktop,6,0
195.11,Dubai,Mobile,11,0
56.22,Sydney,Tablet,2,0
321.83,Sydney,POS,1,0
300.46,Lagos,Desktop,20,0
87.16,London,Mobile,5,0
27.0,Sao Paulo,ATM,2,0
377.25,Mumbai,Mobile,6,0
62.36,Tokyo,ATM,10,0
76.61,Moscow,Desktop,11,0
45.9,Singapore,ATM,18,0
25.06,Sydney,ATM,19,0
13.26,Lagos,Desktop,7,0
133.77,Singapore,POS,5,0
28.17,London,Mobile,2,0
1930.4,Moscow,Mobile,3,0
20.19,Mumbai,Desktop,0,0
16.72,London,Tablet,0,0
116.88,London,Mobile,10,0
358.61,Moscow,Desktop,14,0
71.6,Sydney,ATM,19,0
125.14,Mumbai,ATM,7,0
8.78,Mumbai,Mobile,6,0
31.65,Moscow,Desktop,16,0
20.47,London,Mobile,15,0
8.29,New York,Mobile,16,0
75.84,,ATM,4,0
5.66,Lagos,ATM,1,0
15.57,New York,Mobile,13,0
36.93,Mumbai,Mobile,10,0
26.72,London,Desktop,6,0
103.14,Moscow,Desktop,23,0
93.33,Moscow,Mobile,3,1
178.25,Sao Paulo,Mobile,6,0
152.57,New York,Desktop,17,0
233.9,Tokyo,Mobile,12,0
66.55,Mumbai,POS,5,0
93.11,Sydney,POS,12,0
117.06,Tokyo,Desktop,10,0
77.93,Dubai,Desktop,6,0
43.08,Sao Paulo,POS,16,0
46.26,Moscow,Mobile,18,0
27.13,Sao Paulo,ATM,1,0
106.04,New York,Mobile,0,0
60.13,New York,ATM,21,0
32.15,Sydney,Mobile,5,0
32.19,Sao Paulo,POS,2,0
17.61,Moscow,Mobile,14,0
195.73,Singapore,POS,7,0
72.71,Dubai,Desktop,22,0
25.81,Singapore,Mobile,23,0
162.29,Dubai,POS,0,1
36.0,Moscow,Mobile,4,0
14.19,Sao Paulo,Desktop,14,0
205.07,Singapore,Mobile,8,0
36.94,Tokyo,POS,0,1
42.53,New York,ATM,11,0
69.78,Tokyo,Desktop,14,0
234.36,Moscow,POS,23,1
68.17,Lagos,ATM,9,0
17.83,Singapore,Tablet,18,0
121.3,Singapore,Mobile,10,0
39.12,Singapore,Desktop,16,0
532.04,Sydney,Mobile,23,0
66.6,New York,Desktop,19,0
5.71,Moscow,Mobile,16,0
98.8,Sydney,POS,19,0
566.26,Lagos,Tablet,4,1
377.48,Moscow,Tablet,19,1
499.72,Lagos,Mobile,23,0
21.72,Lagos,Mobile,23,1
181.88,Moscow,POS,6,0
30.14,Sydney,Desktop,10,0
85.35,Sao Paulo,ATM,16,1
16.44,Tokyo,Desktop,1,0
32.82,Lagos,Mobile,16,0
31.69,Sao Paulo,Tablet,6,0
179.18,Tokyo,Tablet,20,0
160.9,Mumbai,Mobile,14,0
90.42,Tokyo,Tablet,9,0
15.1,Moscow,Mobile,1,0
47.33,Dubai,Mobile,16,0
29.35,Sao Paulo,Mobile,12,0
173.58,London,Tablet,15,0
243.72,Moscow,POS,0,1
213.16,Lagos,Mobile,10,0
29.06,Tokyo,POS,18,0
3.28,Moscow,POS,21,0
9.55,Lagos,Desktop,8,0
318.55,Lagos,Mobile,6,1
42.89,Lagos,Mobile,16,0
29.2,Tokyo,Mobile,5,0
406.23,Sao Paulo,ATM,21,0
268.18,,POS,15,0
68.5,Lagos,Mobile,22,0
48.29,Mumbai,Desktop,4,0
57.67,London,Mobile,2,1
85.62,Tokyo,Mobile,19,0
387.63,Tokyo,Mobile,6,0
106.14,Sydney,Mobile,8,0
148.21,Singapore,Mobile,6,0
241.34,Dubai,Mobile,10,0
18.42,Sao Paulo,Desktop,21,0
,London,Desktop,16,0
48.23,New York,Desktop,1,0
4.19,Dubai,Desktop,21,0
6.42,Moscow,Desktop,10,0
21.76,Dubai,Desktop,16,0
119.62,,ATM,8,0
75.58,Lagos,Mobile,2,0
81.68,Sydney,Desktop,10,0
570.23,Mumbai,Mobile,8,0
16.51,Dubai,Desktop,0,0
64.7,Singapore,Desktop,18,0
93.21,Mumbai,POS,20,0
29.67,Moscow,ATM,21,0
68.8,Singapore,Desktop,5,0
11.47,Moscow,Mobile,15,1
314.47,New York,POS,12,0
31.51,Moscow,Mobile,14,0
623.0,London,Desktop,19,1
64.35,Singapore,POS,9,0
206.62,Tokyo,Desktop,6,0
62.89,Singapore,Desktop,11,0
64.47,Moscow,Mobile,15,0
35.08,Singapore,Mobile,10,0
76.02,Sydney,ATM,7,0
94.61,Sydney,Mobile,1,0
28.14,Sydney,Mobile,13,0
58.12,Singapore,Desktop,0,0
34.09,Singapore,Desktop,11,0
836.84,Moscow,Mobile,14,0
60.42,Tokyo,Mobile,11,0
364.95,Lagos,Desktop,12,0
53.78,Sao Paulo,Desktop,6,0
88.7,Tokyo,POS,5,0
15.59,Sao Paulo,Mobile,20,0
40.78,Singapore,ATM,21,0
84.06,Mumbai,Mobile,3,0
381.69,Dubai,Mobile,4,0
85.13,Lagos,ATM,8,0
305.54,Tokyo,POS,16,0
134.94,Singapore,Mobile,1,0
399.47,London,Desktop,18,0
62.49,Singapore,POS,0,0
924.49,,Mobile,20,1
39.1,Mumbai,Mobile,0,0
28.7,Singapore,Desktop,20,0
17.62,Mumbai,POS,22,0
866.21,Sydney,Desktop,19,1
164.25,Lagos,Desktop,23,0
46.18,Sao Paulo,ATM,10,1
263.47,Lagos,Mobile,15,0
142.09,New York,POS,14,0
579.83,Mumbai,Mobile,0,1
12.15,Tokyo,POS,20,0
49.8,Lagos,Desktop,16,0
40.09,Sao Paulo,Mobile,10,0
7.61,Sao Paulo,Desktop,5,0
214.08,Lagos,ATM,16,1
49.53,Lagos,Desktop,23,0
150.44,Mumbai,Mobile,3,0
894.04,Mumbai,Mobile,22,1
45.22,London,Tablet,13,0
41.96,Mumbai,Tablet,18,0
75.98,Moscow,Desktop,3,0
197.55,,Mobile,2,0
35.75,Dubai,Tablet,15,0
33.31,Moscow,Mobile,6,0
213.34,Tokyo,Mobile,9,0
101.14,Moscow,Desktop,14,0
7.03,Mumbai,Desktop,5,0
17.32,Mumbai,ATM,8,0
347.71,Moscow,Desktop,8,0
103.76,Mumbai,Mobile,8,0
28.83,Mumbai,POS,16,0
55.29,Lagos,Mobile,3,0
67.66,Moscow,ATM,21,1
149.8,Mumbai,Mobile,17,0
14.97,New York,ATM,0,0
26.44,Sao Paulo,ATM,13,0
90.04,Singapore,ATM,4,1
59.75,Moscow,Mobile,3,0
125.09,London,POS,16,0
17.25,Singapore,POS,5,0
98.77,Moscow,Mobile,13,0
221.57,London,Desktop,6,0
113.92,Singapore,Tablet,7,0
77.71,Sao Paulo,ATM,16,0
60.01,,POS,15,0
26.62,Singapore,Desktop,0,0
61.61,London,Tablet,20,0
266.58,New York,Mobile,14,0
58.5,Lagos,Desktop,6,0
25.06,Moscow,POS,2,0
,Lagos,Tablet,11,0
83.17,Dubai,POS,16,1
44.22,New York,Desktop,0,0
113.73,Mumbai,Desktop,6,0
118.53,New York,POS,22,0
177.31,Dubai,Mobile,2,0
319.23,Singapore,ATM,19,0
199.43,New York,ATM,5,0
23.86,Moscow,ATM,12,0
24.68,Singapore,ATM,18,0
61.35,Sydney,Desktop,23,0
40.6,Dubai,Desktop,14,0
,New York,POS,5,0
41.02,Sao Paulo,Mobile,1,0
39.57,Sao Paulo,POS,17,1
31.85,Sydney,Mobile,13,0
47.12,Moscow,ATM,18,0
243.79,Singapore,Desktop,23,0
83.03,Moscow,POS,19,1
1011.3,Sao Paulo,Desktop,12,1
80.44,Lagos,Tablet,16,0
48.47,Sao Paulo,ATM,15,0
66.99,Sydney,Desktop,4,0
88.42,Sao Paulo,Mobile,7,0
107.64,Lagos,Mobile,2,0
654.83,Dubai,Desktop,8,0
26.32,Tokyo,Tablet,4,0
171.56,Tokyo,Tablet,21,0
83.81,Mumbai,Mobile,20,0
11.84,New York,Mobile,17,0
155.67,Tokyo,ATM,9,0
268.91,Mumbai,Tablet,0,0
25.97,Sydney,Mobile,13,0
66.03,New York,Mobile,0,0
10.0,Sydney,Mobile,0,0
16.7,Moscow,POS,3,1
211.21,Singapore,POS,11,1
39.92,New York,Tablet,17,0
19.69,Tokyo,Tablet,9,0
85.83,London,ATM,18,0
37.54,New York,Mobile,12,0
39.73,Sao Paulo,Mobile,21,0
150.39,Moscow,Desktop,9,0
18.58,London,ATM,7,0
24.63,Singapore,Desktop,1,0
79.0,Moscow,Desktop,5,0
193.71,Moscow,POS,1,0
260.34,Singapore,Mobile,4,0
32.09,,Desktop,22,0
187.0,New York,Tablet,13,0
28.15,New York,ATM,14,0
497.12,Sydney,Mobile,9,0
19.16,Mumbai,Desktop,15,0
287.53,Sydney,ATM,13,0
32.39,New York,POS,21,1
610.68,Sydney,Tablet,19,0
127.8,Dubai,Mobile,13,0
21.81,Tokyo,Mobile,18,0
37.54,Tokyo,Desktop,14,0
157.48,Singapore,Mobile,23,0
212.28,Sao Paulo,POS,12,0
61.7,Singapore,POS,20,0
70.04,Sao Paulo,POS,4,0
153.57,Sydney,Mobile,4,0
77.09,Tokyo,Mobile,7,0
16.07,Sao Paulo,POS,19,1
27.27,Singapore,Mobile,21,0
86.37,London,Mobile,9,0
253.92,Lagos,Desktop,10,0
394.48,London,Mobile,11,0
157.19,Lagos,Mobile,4,0
91.47,Tokyo,Mobile,12,0
,London,ATM,19,0
32.03,Sydney,Mobile,18,0
56.34,Lagos,Desktop,2,0
26.94,New York,Desktop,8,0
16.88,Sao Paulo,Desktop,15,0
96.25,New York,Desktop,14,0
81.78,Moscow,Mobile,16,0
142.08,Lagos,Mobile,17,0
121.6,Sao Paulo,Desktop,7,0
87.09,,ATM,11,0
123.01,London,Desktop,4,0
63.63,Singapore,Desktop,17,0
105.02,Sao Paulo,ATM,10,0
30.0,Sydney,POS,8,0
100.15,Mumbai,POS,18,0
139.11,Singapore,Desktop,22,0
31.92,Tokyo,ATM,21,1
70.6,Singapore,Desktop,3,0
33.58,Mumbai,Tablet,19,1
37.37,Tokyo,POS,13,0
19.35,Dubai,Desktop,2,0
268.37,Lagos,ATM,9,1
215.35,Dubai,ATM,5,0
120.44,Moscow,Desktop,6,0
583.72,Mumbai,Mobile,14,0
54.15,Sao Paulo,POS,9,0
1872.33,Singapore,Mobile,17,0
51.92,Lagos,Desktop,19,0
88.3,London,Mobile,0,0
43.05,New York,POS,19,0
100.44,Lagos,ATM,3,0
167.2,London,Mobile,0,0
58.83,Sydney,POS,2,0
470.78,Sydney,ATM,1,0
86.75,Singapore,Mobile,8,0
89.8,Mumbai,Mobile,20,0
24.54,Lagos,Desktop,16,0
105.67,Mumbai,POS,10,0
57.55,Tokyo,Desktop,22,0
34.16,London,Mobile,11,0
28.39,Dubai,Mobile,2,0
1260.09,London,Desktop,0,0
